No.,Time,Source,Destination,Protocol,Info
21,12.672877,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
22,12.673195,192.168.1.103,69.147.76.15,HTTP,GET / HTTP/1.1 
23,12.783259,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
24,12.783486,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
25,12.783523,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=2921 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
26,12.783733,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
27,12.785437,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
28,12.785473,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=5841 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
29,12.830699,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
30,12.830913,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
31,12.830957,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=8761 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
32,12.833102,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
33,12.833343,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
34,12.833377,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=11681 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
35,12.833587,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
36,12.834562,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
37,12.834598,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=14601 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
38,12.880541,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
39,12.880769,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
40,12.880812,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=17521 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
41,12.88199,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
42,12.882472,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
43,12.882506,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=20441 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
44,12.882713,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
45,12.885173,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
46,12.885195,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
47,12.885221,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=24821 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
48,12.924473,192.168.1.103,24.92.226.40,DNS,Standard query A l.yimg.com
49,12.928204,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
50,12.928934,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
51,12.928958,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
52,12.928989,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=29201 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
53,12.930628,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
54,12.930868,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
55,12.930902,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=32121 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
56,12.934275,69.147.76.15,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
57,12.937194,69.147.76.15,192.168.1.103,HTTP,HTTP/1.1 200 OK  (text/html)
58,12.937237,192.168.1.103,69.147.76.15,TCP,dellwebadmin-2 > http [ACK] Seq=486 Ack=34609 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
59,12.937479,192.168.1.103,69.147.76.15,TCP,"dellwebadmin-2 > http [FIN, ACK] Seq=486 Ack=34609 Win=65535 [TCP CHECKSUM INCORRECT] Len=0"
60,12.946435,24.92.226.40,192.168.1.103,DNS,Standard query response CNAME geoycs-l.gy1.b.yahoo.com CNAME fo-anyycs-l.ay1.b.yahoo.com CNAME anyycs-l.ay1.b.yahoo.com A 209.73.189.129 A 209.73.188.78 A 216.115.104.240
61,12.947232,192.168.1.103,209.73.189.129,TCP,pictrography > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
62,12.988032,69.147.76.15,192.168.1.103,TCP,http > dellwebadmin-2 [ACK] Seq=34609 Ack=487 Win=65534 Len=0
63,12.996047,209.73.189.129,192.168.1.103,TCP,"http > pictrography [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
64,12.996087,192.168.1.103,209.73.189.129,TCP,pictrography > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
65,12.998602,192.168.1.103,209.73.189.129,HTTP,GET /d/a/1-/java/promotions/js/ad_eo_1.1.js HTTP/1.1 
66,13.056123,209.73.189.129,192.168.1.103,TCP,http > pictrography [ACK] Seq=1 Ack=453 Win=6432 Len=0
67,13.056604,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
68,13.063155,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/thm/1/grd-1px_1.4.gif HTTP/1.1 
69,13.073532,192.168.1.103,209.73.189.129,TCP,healthd > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
70,13.108169,192.168.1.103,209.73.189.129,TCP,emperion > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
71,13.111824,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
72,13.122777,209.73.189.129,192.168.1.103,TCP,"http > healthd [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
73,13.122826,192.168.1.103,209.73.189.129,TCP,healthd > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
74,13.135105,192.168.1.103,209.73.189.129,TCP,productinfo > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
75,13.177487,209.73.189.129,192.168.1.103,TCP,"http > emperion [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
76,13.177532,192.168.1.103,209.73.189.129,TCP,emperion > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
77,13.186003,209.73.189.129,192.168.1.103,TCP,"http > productinfo [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
78,13.186041,192.168.1.103,209.73.189.129,TCP,productinfo > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
79,13.293317,192.168.1.103,209.73.189.129,TCP,pictrography > http [ACK] Seq=925 Ack=392 Win=65144 [TCP CHECKSUM INCORRECT] Len=0
80,13.295338,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/beta/y3.gif HTTP/1.1 
81,13.347004,209.73.189.129,192.168.1.103,TCP,http > healthd [ACK] Seq=1 Ack=463 Win=6432 Len=0
82,13.347229,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
83,13.374748,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/thm/1/wlip_closed.png HTTP/1.1 
84,13.374848,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/thm/1/whood.png HTTP/1.1 
85,13.374909,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/news/2008/12/07/obama.jpg HTTP/1.1 
86,13.375242,192.168.1.103,209.73.189.129,HTTP,GET /d/i/ww/sp/js_3.017.js HTTP/1.1 
87,13.375454,192.168.1.103,209.73.189.129,TCP,iee-qfx > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
88,13.375767,192.168.1.103,24.92.226.40,DNS,Standard query A us.i1.yimg.com
89,13.375872,192.168.1.103,209.73.189.129,TCP,neoiface > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
90,13.403428,24.92.226.40,192.168.1.103,DNS,Standard query response CNAME geo-us.i1.yimg.com.fy2.b.yahoo.com CNAME a943.g.akamai.net A 24.24.52.64 A 24.24.52.121
91,13.403955,192.168.1.103,24.24.52.64,TCP,netuitive > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
92,13.426057,209.73.189.129,192.168.1.103,TCP,"http > iee-qfx [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
93,13.426116,192.168.1.103,209.73.189.129,TCP,iee-qfx > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
94,13.426507,209.73.189.129,192.168.1.103,TCP,"http > neoiface [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
95,13.426524,192.168.1.103,209.73.189.129,TCP,neoiface > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
96,13.42653,209.73.189.129,192.168.1.103,TCP,http > productinfo [ACK] Seq=1 Ack=473 Win=6432 Len=0
97,13.426749,209.73.189.129,192.168.1.103,TCP,http > emperion [ACK] Seq=1 Ack=467 Win=6432 Len=0
98,13.426758,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
99,13.426993,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
100,13.426998,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
101,13.429697,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
102,13.435788,24.24.52.64,192.168.1.103,TCP,"http > netuitive [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
103,13.435836,192.168.1.103,24.24.52.64,TCP,netuitive > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
104,13.436081,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/sp/icons_1.8.gif HTTP/1.1 
105,13.466429,192.168.1.103,209.73.189.129,HTTP,GET /a/i/mntl/ww/06q3/yodel.swf HTTP/1.1 
106,13.466461,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/t4/sbox-bg.gif HTTP/1.1 
107,13.486353,209.73.189.129,192.168.1.103,TCP,http > iee-qfx [ACK] Seq=1 Ack=468 Win=6432 Len=0
108,13.486578,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
109,13.515292,209.73.189.129,192.168.1.103,TCP,http > neoiface [ACK] Seq=1 Ack=466 Win=6432 Len=0
110,13.515519,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
111,13.515762,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
112,13.525357,192.168.1.103,24.24.52.64,HTTP,GET /us.yimg.com/i/ww/t4/events_s.gif HTTP/1.1 
113,13.525383,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/news/2008/12/06/wip-sm.jpg HTTP/1.1 
114,13.525427,192.168.1.103,209.73.189.129,HTTP,GET /a/a/1-/flash/promotions/nextag/081208/70x50iltlb.gif HTTP/1.1 
115,13.525512,192.168.1.103,209.73.189.129,HTTP,GET /a/i/mntl/sma/08q4/img_e0efcd65.jpg HTTP/1.1 
116,13.52556,192.168.1.103,209.73.189.129,HTTP,GET /us.js.yimg.com/lib/bc/bc_2.0.4.js HTTP/1.1 
117,13.525596,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/news/2008/12/05/lword.jpg HTTP/1.1 
118,13.525631,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/news/2008/12/07/obama-sm.jpg HTTP/1.1 
119,13.555906,24.24.52.64,192.168.1.103,TCP,http > netuitive [ACK] Seq=1 Ack=481 Win=6432 Len=0
120,13.557125,24.24.52.64,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
121,13.574559,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
122,13.575109,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
123,13.575122,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
124,13.575151,192.168.1.103,209.73.189.129,TCP,emperion > http [ACK] Seq=868 Ack=1947 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
125,13.575344,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/news/2008/12/05/online-coupon-sm.jpg HTTP/1.1 
126,13.582171,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
127,13.58235,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/news/2008/12/07/potato-sm.jpg HTTP/1.1 
128,13.582402,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
129,13.582645,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
130,13.583131,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
131,13.583145,192.168.1.103,209.73.189.129,TCP,healthd > http [ACK] Seq=1300 Ack=2155 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
132,13.583618,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
133,13.583631,192.168.1.103,209.73.189.129,TCP,iee-qfx > http [ACK] Seq=868 Ack=1948 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
134,13.584102,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
135,13.584194,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/thm/1/grd-4px_1.1.gif HTTP/1.1 
136,13.607164,192.168.1.103,24.92.226.40,DNS,Standard query A us.bc.yahoo.com
137,13.625188,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 200 OK  (JPEG JFIF image)
138,13.625693,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
139,13.636672,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
140,13.636878,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
141,13.636911,192.168.1.103,209.73.189.129,TCP,healthd > http [ACK] Seq=1300 Ack=5075 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
142,13.637408,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/sp/trough_2.0_062308.gif HTTP/1.1 
143,13.637537,192.168.1.103,209.73.189.129,HTTP,GET /a/a/1-/flash/promotions/scottrade/080219/scottrade2.gif HTTP/1.1 
144,13.638755,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
145,13.639563,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
146,13.639574,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 200 OK  (JPEG JFIF image)
147,13.639589,192.168.1.103,209.73.189.129,TCP,iee-qfx > http [ACK] Seq=868 Ack=3506 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
148,13.639688,192.168.1.103,209.73.189.129,HTTP,GET /a/a/1-/flash/promotions/att_wireless/081208/36x365thlb.jpg HTTP/1.1 
149,13.639799,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
150,13.639808,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
151,13.639927,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/sp/pa-icons3.gif HTTP/1.1 
152,13.639961,192.168.1.103,209.73.189.129,HTTP,GET /a/i/ww/t4/pa-preview-shadow.gif HTTP/1.1 
153,13.640041,24.92.226.40,192.168.1.103,DNS,Standard query response CNAME bc.us.yahoo-ht1.akadns.net A 68.142.228.136
154,13.686283,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 200 OK  (JPEG JFIF image)
155,13.686324,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
156,13.686338,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
157,13.686367,192.168.1.103,209.73.189.129,TCP,healthd > http [ACK] Seq=1300 Ack=7575 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
158,13.686685,192.168.1.103,209.73.189.129,HTTP,GET /a/i/nt/gr/li/2x2/003399.gif HTTP/1.1 
159,13.690145,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
160,13.690384,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
161,13.691358,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
162,13.694564,192.168.1.103,24.24.52.64,TCP,netuitive > http [ACK] Seq=481 Ack=236 Win=65300 [TCP CHECKSUM INCORRECT] Len=0
163,13.716465,192.168.1.103,68.142.228.136,TCP,routematch > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
164,13.738329,209.73.189.129,192.168.1.103,HTTP,HTTP/1.1 304 Not Modified 
165,13.769192,68.142.228.136,192.168.1.103,TCP,"http > routematch [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
166,13.769239,192.168.1.103,68.142.228.136,TCP,routematch > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
167,13.769451,192.168.1.103,68.142.228.136,HTTP,GET /b?P=JF8j0kWTTaMrILvdSTytaDurQkKkbUk8t6UAA0lA&T=13s42qd0a%2fX%3d1228715941%2fE%3d2716149%2fR%3dyahoo_top%2fK%3d5%2fV%3d1.1%2fW%3dJ%2fY%3dYAHOO%2fF%3d733013366%2fS%3d1%2fJ%3dA34D9345&U=13f9ngolg%2fN%3dvCmLTUWTSTM-%2fC%3d387001.13121458.13313853.9641268%2fD%3dHDLN%2fB%3d5298383%2fV%3d1&U=13ge8ftj9%2fN%3dvSmLTUWTSTM-%2fC%3d289534.13034496.13316089.5322130%2fD%3dHEADR%2fB%3d4040821%2fV%3d1&U=12brn250u%2fN%3dvimLTUWTSTM-%2fC%3d-1%2fD%3dNGM%2fB%3d-1%2fV%3d0&U=12d74gbmg%2fN%3dvymLTUWTSTM-%2fC%3d-1%2fD%3dFDMY2%2fB%3d-1%2fV%3d0&U=12bhp9gln%2fN%3dwCmLTUWTSTM-%2fC%3d-2%2fD%3dNBM%2fB%3d-2%2fV%3d0&U=13ghp1nfu%2fN%3dwimLTUWTSTM-%2fC%3d261366.10729796.12726797.10391589%2fD%3dFPC1%2fB%3d1720487%2fV%3d1&U=13fi19tq4%2fN%3dwymLTUWTSTM-%2fC%3d626899.11742557.12463047.9498165%2fD%3dSTCK%2fB%3d5513211%2fV%3d1&U=13eavl2s3%2fN%3dxCmLTUWTSTM-%2fC%3d638892.12744635.13329040.9413987%2fD%3dMKP%2fB%3d5577259%2fV%3d1&U=13foqjjgp%2fN%3dximLTUWTSTM-%2fC%3d633708.12661974.13329206.9413843%2fD%3dMKP1%2fB%3d5577430%2fV%3d1&U=13fhp1hh1%2fN%3dyCmLTUWTSTM-%2fC%3d633267.12755798.13327034.9413843%2fD%3dMKP1%2fB%3d5576118%2fV%3d1&U=13fjmodp4%2fN%3dySmLTUWTSTM-%2fC%3d669744.12745971.13329045.9413843%2fD%3dMKP1%2fB%3d5577211%2fV%3d1&U=13fljtfrk%2fN%3dyimLTUWTSTM-%2fC%3d707581.13126619.13326472.9833218%2fD%3dMKP4%2fB%3d5575615%2fV%3d1&U=13f0sgugu%2fN%3dyymLTUWTSTM-%2fC%3d714795.13145120.13329321.7674020%2fD%3dFPAD%2fB%3d5577500%2fV%3d1&U=13gghv64t%2fN%3dzymLTUWTSTM-%2fC%3d387 
168,13.769464,192.168.1.103,68.142.228.136,HTTP,Continuation or non-HTTP traffic
169,13.794881,192.168.1.103,209.73.189.129,TCP,neoiface > http [ACK] Seq=1892 Ack=737 Win=64799 [TCP CHECKSUM INCORRECT] Len=0
170,13.794892,192.168.1.103,209.73.189.129,TCP,productinfo > http [ACK] Seq=2367 Ack=944 Win=64592 [TCP CHECKSUM INCORRECT] Len=0
171,13.794899,192.168.1.103,209.73.189.129,TCP,iee-qfx > http [ACK] Seq=1370 Ack=3690 Win=65351 [TCP CHECKSUM INCORRECT] Len=0
172,13.794907,192.168.1.103,209.73.189.129,TCP,pictrography > http [ACK] Seq=2883 Ack=1128 Win=64408 [TCP CHECKSUM INCORRECT] Len=0
173,13.794914,192.168.1.103,209.73.189.129,TCP,emperion > http [ACK] Seq=1343 Ack=2199 Win=65283 [TCP CHECKSUM INCORRECT] Len=0
174,13.821715,68.142.228.136,192.168.1.103,TCP,http > routematch [ACK] Seq=1 Ack=2052 Win=6139 Len=0
175,13.822199,68.142.228.136,192.168.1.103,TCP,[TCP Window Update] http > routematch [ACK] Seq=1 Ack=2052 Win=63649 Len=0
176,13.823903,68.142.228.136,192.168.1.103,HTTP,HTTP/1.1 200 OK  (GIF89a)
177,13.824052,192.168.1.103,68.142.228.136,TCP,"routematch > http [FIN, ACK] Seq=2052 Ack=424 Win=65112 [TCP CHECKSUM INCORRECT] Len=0"
178,13.866292,192.168.1.103,24.92.226.40,DNS,Standard query A view.atdmt.com
179,13.870125,68.142.228.136,192.168.1.103,TCP,"http > routematch [FIN, ACK] Seq=424 Ack=2053 Win=65535 Len=0"
180,13.870154,192.168.1.103,68.142.228.136,TCP,routematch > http [ACK] Seq=2053 Ack=425 Win=65112 [TCP CHECKSUM INCORRECT] Len=0
181,13.885016,192.168.1.103,209.73.189.129,HTTP,GET /a/a/1-/flash/promotions/us/bank_of_america/081208/300x250fec.swf HTTP/1.1 
182,13.895243,192.168.1.103,209.73.189.129,TCP,healthd > http [ACK] Seq=1771 Ack=7725 Win=65385 [TCP CHECKSUM INCORRECT] Len=0
183,13.896139,24.92.226.40,192.168.1.103,DNS,Standard query response A 65.203.229.42
184,13.896504,192.168.1.103,24.92.226.40,DNS,Standard query A ad.doubleclick.net
185,13.914415,24.92.226.40,192.168.1.103,DNS,Standard query response CNAME ad.3ad.doubleclick.net A 216.73.87.152
186,13.914757,192.168.1.103,24.92.226.40,DNS,Standard query A ads.bluelithium.com
187,13.916634,192.168.1.103,65.203.229.42,TCP,navbuddy > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
188,13.916871,192.168.1.103,216.73.87.152,TCP,jwalkserver > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
189,13.935067,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
190,13.93578,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
191,13.935807,192.168.1.103,209.73.189.129,TCP,emperion > http [ACK] Seq=1805 Ack=3980 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
192,13.93602,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
193,13.946995,24.92.226.40,192.168.1.103,DNS,Standard query response CNAME ad.yieldmanager.com A 76.13.222.11
194,13.947528,192.168.1.103,76.13.222.11,TCP,winjaserver > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460
195,13.967906,216.73.87.152,192.168.1.103,TCP,"http > jwalkserver [SYN, ACK] Seq=0 Ack=1 Win=16384 Len=0 MSS=1460"
196,13.96795,192.168.1.103,216.73.87.152,TCP,jwalkserver > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
197,13.968172,192.168.1.103,216.73.87.152,HTTP,GET /ad/N4359.yahoo.comOX2562/B3055738.35;sz=1x1;ord=1228715941231387? HTTP/1.1 
198,13.988563,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
199,13.988593,192.168.1.103,209.73.189.129,TCP,emperion > http [ACK] Seq=1805 Ack=6900 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
200,13.988798,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
201,13.990267,209.73.189.129,192.168.1.103,TCP,[TCP segment of a reassembled PDU]
202,13.990293,192.168.1.103,209.73.189.129,TCP,emperion > http [ACK] Seq=1805 Ack=9820 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
203,13.993903,76.13.222.11,192.168.1.103,TCP,"http > winjaserver [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
204,13.993921,192.168.1.103,76.13.222.11,TCP,winjaserver > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
205,13.994015,192.168.1.103,76.13.222.11,HTTP,GET /pixel?id=289440&t=2 HTTP/1.1 
206,14.007523,216.73.87.152,192.168.1.103,HTTP,HTTP/1.0 302 Moved Temporarily 
207,14.007549,192.168.1.103,216.73.87.152,TCP,jwalkserver > http [ACK] Seq=503 Ack=205 Win=65332 [TCP CHECKSUM INCORRECT] Len=0
208,14.00766,192.168.1.103,216.73.87.152,TCP,"jwalkserver > http [FIN, ACK] Seq=503 Ack=205 Win=65332 [TCP CHECKSUM INCORRECT] Len=0"
209,14.008289,192.168.1.103,24.92.226.40,DNS,Standard query A m1.2mdn.net
210,14.023819,65.203.229.42,192.168.1.103,TCP,"http > navbuddy [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
211,14.023834,192.168.1.103,65.203.229.42,TCP,navbuddy > http [ACK] Seq=1 Ack=1 Win=65535 [TCP CHECKSUM INCORRECT] Len=0
212,14.02391,192.168.1.103,65.203.229.42,HTTP,"GET /cnt/view/126270257/direct,wi.1;hi.1/01 HTTP/1.1 "
